'1','adrian','enhancement','#1 (Create architecture for anonymous sessions)'
'2','anonymous','defect','#2 (Calendar popup - next/previous month links close the popup in Safari)'
'3','adrian','enhancement','#3 (Convert OneToOne to be like ForeignKey and ManyToManyField)'
'4','adrian','enhancement','#4 (Add a db cache backend)'
'5','adrian','enhancement','#5 (Add a cache=NUM_SECONDS argument to QuerySet)'
'6','adrian','defect','#6 (Remove has_related_links option from models)'
'7','wilson','defect','["      #7 (Patch: Changelist date range filters don''t maintain state as expected)     –     "'
'8','adrian','defect','#8 (Date and time fields should accept multiple formats)'
'9','unknown','unknown','Error: Invalid ticket number'
'10','adrian','task','#10 (Ordered objects should have API access to their order number)'
'11','adrian','defect','#11 (replaces_module should handle &#34;admin&#34; more intelligently)'
'12','adrian','unknown','#12 (Add metasystem database-check functionality)'
'13','adrian','New feature','#13 (Related objects interface should be tighter (edit_inline))'
'14','adrian','defect','#14 (PIE-IN-THE-SKY: Add spell-check capability to admin textareas)'
'15','adrian','defect','["      #15 (Metasystem unique_together doesn''t work for an object that''s related inline)     –     "'
'16','adrian','unknown','#16 (Create some form of "edit many at once" feature for the admin)'
'17','adrian','New feature','#17 (Metasystem optimization: Share select_related in memory)'
'18','adrian','enhancement','["      #18 (Metasystem optimization: Don''t select duplicate fields)     –     "'
'19','adrian','enhancement','#19 (Automatically generate JavaScript form validation)'
'20','adrian','enhancement','#20 ("Add another" for many-to-many relationships)'
'21','adrian','enhancement','#21 (FileUploadField should allow for manual filename entry)'
'22','adrian','defect','#22 ([patch] FileUploadField should allow for clearing the field)'
'23','adrian','New feature','#23 (Add support for ValidationWarning)'
'24','adrian','defect','#24 (edit_inline support for OneToOne relationships)'
'25','adrian','Bug','#25 (Filtering interface on ForeignKey <select> boxes)'
'26','adrian','Uncategorized','#26 (Admin validation errors cause FileUploadFields to be reset)'
'27','adrian','New feature','#27 (Single form field for multiple database fields)'
'28','adrian','enhancement','#28 (Delete confirmation should have "replace relationships" shortcut)'
'29','adrian','Bug','#29 (Fix usability issue with limit_choices_to and "Add another" in admin)'
'30','jacob','defect','#30 (django-admin shouldn\''t copy "." directories from the template.)'
'31','unknown','defect','#31 (Spelling corrections from Template Guide page.)'
'32','Martin','defect','#32 (Really dead link at http://www.djangoproject.com/documentation/faq/)'
'33','anonymous','defect','#33 (frontpage typo)'
'34','deelan','defect','#34 (Tutorial Import and Attribute errors while using MySQL.)'
'35','JZ','defect','#35 (django-admin.py init problem for postgresql 8.0.3/win32)'
'36','james','defect','#36 (how do I config the apache+mod_python?)'
'37','unknown','defect','["      #37 (Homepage link ''tutorial'' is broken.)     –     "'
'38','unknown','enhancement','#38 (Create sqlite backend)'
'39','adrian','defect','#39 (Get obj.save() working in all MySQL versions)'
'40','unknown','defect','#40 (Attempt to set a many to many relation throws exception unless model specifies ordering.)'
'41','unknown','enhancement','#41 (allow for multiple user identities with access rights to the database)'
'42','unknown','defect','#42 (OneToOneField missing from DATA_TYPES dict)'
'43','unknown','defect','#43 (link to icon_searchbox.png is broken)'
'44','deelan','defect','#44 (Missing view templates for djangoproject.com in Subersion repos.)'
